Audiences,Date
9784,20120927
18600,20120928
94347,20120929
95652,20120930
169948,20121001
174899,20121002
195440,20121003
10519,20121004
9471,20121005
89485,20121006
89442,20121007
5096,20121008
4674,20121009
7082,20121010
2522,20121011
3387,20121012
42413,20121013
44314,20121014
2228,20121015
2055,20121016
2755,20121017
1528,20121018
2129,20121019
27316,20121020
28443,20121021
1131,20121022
1627,20121023
2123,20121024
499,20121025
463,20121026
21761,20121027
19863,20121028
471,20121029
545,20121030
566,20121031
260,20121101
530,20121102
10156,20121103
12459,20121104
166,20121105
476,20121106
494,20121107
395,20121108
252,20121109
4012,20121110
5447,20121111
67,20121112
132,20121113
315,20121114
8,20121115
255,20121116
2496,20121117
2673,20121118
14,20121119
55,20121120
156,20121121
80,20121122
213,20121123
610,20121124
581,20121125
