Audiences,Date
136701,20160706
120196,20160707
155593,20160708
321539,20160709
302093,20160710
98696,20160711
99986,20160712
74642,20160713
66696,20160714
75437,20160715
185925,20160716
153135,20160717
47140,20160718
49429,20160719
18615,20160720
18126,20160721
19934,20160722
25602,20160723
24484,20160724
15786,20160725
17757,20160726
928,20160727
1230,20160728
494,20160729
571,20160730
532,20160731
303,20160801
347,20160802
128,20160803
1469,20160804
387,20160805
383,20160806
387,20160807
375,20160808
585,20160809
372,20160810
250,20160811
250,20160812
250,20160813
250,20160814
250,20160815
250,20160816
250,20160817
884,20160818
32,20160819
