Audiences,Date
250237,20150916
223381,20150917
281969,20150918
543047,20150919
497421,20150920
150543,20150921
144379,20150922
140417,20150923
118066,20150924
236352,20150925
418464,20150926
571788,20150927
671413,20150928
527850,20150929
175627,20150930
113073,20151001
111232,20151002
214853,20151003
166432,20151004
51977,20151005
51347,20151006
51419,20151007
45381,20151008
89114,20151009
82707,20151010
70089,20151011
21088,20151012
21038,20151013
21457,20151014
15047,20151015
18033,20151016
34209,20151017
31572,20151018
10650,20151019
11099,20151020
10905,20151021
3557,20151022
4322,20151023
6651,20151024
6389,20151025
2597,20151026
2984,20151027
1363,20151028
854,20151029
928,20151030
1463,20151031
1214,20151101
532,20151102
655,20151103
505,20151104
68,20151105
82,20151106
214,20151107
225,20151108
96,20151109
60,20151110
119,20151111
237,20151112
224,20151113
71,20151114
97,20151115
38,20151116
176,20151117
184,20151118
594,20151119
208,20151120
245,20151121
239,20151122
69,20151123
81,20151124
64,20151125
78,20151126
13,20151127
8,20151128
55,20151129
8,20151130
19,20151201
8,20151202
110,20151203
26,20151204
42,20151205
32,20151206
21,20151207
469,20151208
6,20151209
30,20151210
18,20151211
37,20151212
49,20151213
5,20151214
20,20151215
7,20151216
252,20151217
