Audiences,Date
19124,20160217
26875,20160218
36130,20160219
68852,20160220
74035,20160221
46731,20160222
47480,20160223
62460,20160224
38021,20160225
42269,20160226
79267,20160227
73847,20160228
52220,20160229
101466,20160301
20777,20160302
14787,20160303
19248,20160304
48322,20160305
45253,20160306
15604,20160307
14643,20160308
14043,20160309
10382,20160310
11746,20160311
24435,20160312
23111,20160313
8347,20160314
8740,20160315
7351,20160316
6029,20160317
8156,20160318
17023,20160319
14742,20160320
5177,20160321
5080,20160322
5745,20160323
3058,20160324
2795,20160325
5309,20160326
4675,20160327
2901,20160328
3146,20160329
2035,20160330
1616,20160331
1813,20160401
2330,20160402
2451,20160403
972,20160404
917,20160405
1090,20160406
493,20160407
398,20160408
767,20160409
620,20160410
406,20160411
760,20160412
369,20160413
353,20160414
260,20160415
310,20160416
223,20160417
90,20160418
92,20160419
125,20160420
587,20160421
529,20160422
201,20160423
192,20160424
286,20160425
299,20160426
202,20160427
267,20160428
219,20160429
140,20160430
64,20160501
20,20160502
55,20160503
61,20160504
44,20160505
59,20160506
31,20160507
10,20160508
133,20160509
